source_app,dataset,prf_source,implant_id,electrode_index,x_deg,y_deg,polar_deg,ecc_deg
implant_explorer,human_demo,Human Demo (fsaverage),7a9225a10c3e,37,-0.328898,-4.199163,184.478531,4.212024
implant_explorer,human_demo,Human Demo (fsaverage),7a9225a10c3e,38,-0.328898,-4.199163,184.478531,4.212024
implant_explorer,human_demo,Human Demo (fsaverage),7a9225a10c3e,39,-0.146831,-4.294144,181.958374,4.296653
implant_explorer,human_demo,Human Demo (fsaverage),7a9225a10c3e,44,-0.657558,-3.976414,189.389725,4.030416
implant_explorer,human_demo,Human Demo (fsaverage),7a9225a10c3e,45,-0.657558,-3.976414,189.389725,4.030416
implant_explorer,human_demo,Human Demo (fsaverage),7a9225a10c3e,46,-0.495802,-4.088153,186.914932,4.118108
implant_explorer,human_demo,Human Demo (fsaverage),7a9225a10c3e,47,-0.328898,-4.199163,184.478531,4.212024
implant_explorer,human_demo,Human Demo (fsaverage),7a9225a10c3e,48,-0.328898,-4.199163,184.478531,4.212024
implant_explorer,human_demo,Human Demo (fsaverage),7a9225a10c3e,49,-0.146831,-4.294144,181.958374,4.296653
implant_explorer,human_demo,Human Demo (fsaverage),7a9225a10c3e,58,-0.351043,-3.950560,185.077911,3.966126
implant_explorer,human_demo,Human Demo (fsaverage),7a9225a10c3e,59,-0.197475,-4.020771,182.811752,4.025617
implant_explorer,human_demo,Human Demo (fsaverage),7a9225a10c3e,68,-0.351043,-3.950560,185.077911,3.966126
implant_explorer,human_demo,Human Demo (fsaverage),7a9225a10c3e,69,-0.197475,-4.020771,182.811752,4.025617
implant_explorer,human_demo,Human Demo (fsaverage),7a9225a10c3e,79,-0.240943,-3.828147,183.601440,3.835721
implant_explorer,human_demo,Human Demo (fsaverage),c13ecbc90b28,0,-1.232556,-3.664816,198.588898,3.866532
implant_explorer,human_demo,Human Demo (fsaverage),c13ecbc90b28,1,-1.232556,-3.664816,198.588898,3.866532
implant_explorer,human_demo,Human Demo (fsaverage),c13ecbc90b28,2,-0.931868,-3.599503,194.514511,3.718172
implant_explorer,human_demo,Human Demo (fsaverage),c13ecbc90b28,3,-0.931868,-3.599503,194.514511,3.718172
implant_explorer,human_demo,Human Demo (fsaverage),c13ecbc90b28,4,-0.724177,-3.758917,190.904755,3.828040
implant_explorer,human_demo,Human Demo (fsaverage),c13ecbc90b28,5,-0.559302,-3.855775,188.253510,3.896128
implant_explorer,human_demo,Human Demo (fsaverage),c13ecbc90b28,6,-0.559302,-3.855775,188.253510,3.896128
implant_explorer,human_demo,Human Demo (fsaverage),c13ecbc90b28,7,-0.360158,-4.036150,185.099167,4.052187
implant_explorer,human_demo,Human Demo (fsaverage),c13ecbc90b28,8,-0.360158,-4.036150,185.099167,4.052187
implant_explorer,human_demo,Human Demo (fsaverage),c13ecbc90b28,9,-0.161332,-4.119217,182.242889,4.122375
implant_explorer,human_demo,Human Demo (fsaverage),c13ecbc90b28,12,-0.931868,-3.599503,194.514511,3.718172
implant_explorer,human_demo,Human Demo (fsaverage),c13ecbc90b28,13,-0.931868,-3.599503,194.514511,3.718172
implant_explorer,human_demo,Human Demo (fsaverage),c13ecbc90b28,14,-0.724177,-3.758917,190.904755,3.828040
implant_explorer,human_demo,Human Demo (fsaverage),c13ecbc90b28,15,-0.724177,-3.758917,190.904755,3.828040
